pCONS,biorep,sample,normalized_freq,log_freq,plant,fluor,tech,ensemb_lab
pCM2,Rep3,LR2,0.2942445684363796,-1.7649123105912676,Lettuce,DSRed,Tech2,pCM1-5
pCM2,Rep4,LR,0.3110849344171047,-1.684619566836114,Lettuce,DSRed,Tech1,pCM1-5
pCM2,Rep4,LR2,0.2876229027429305,-1.7977495360847766,Lettuce,DSRed,Tech2,pCM1-5
pCM2,Rep5,LR,0.19809220241647948,-2.3357560029309528,Lettuce,DSRed,Tech1,pCM1-5
pCM2,Rep5,LR2,0.20341999891793328,-2.2974665724205985,Lettuce,DSRed,Tech2,pCM1-5
pCM2,Rep6,LR,0.2983382008857331,-1.7449793746737887,Lettuce,DSRed,Tech1,pCM1-5
pCM2,Rep6,LR2,0.29867284622092877,-1.743362013593295,Lettuce,DSRed,Tech2,pCM1-5
pCM3,Rep1,LR,0.73835689292502,-0.43760976749776775,Lettuce,DSRed,Tech1,pCM1-5
pCM3,Rep1,LR2,0.6887943373132943,-0.5378548127269518,Lettuce,DSRed,Tech2,pCM1-5
pCM3,Rep2,LR,0.7508822863507512,-0.41334133656033234,Lettuce,DSRed,Tech1,pCM1-5
pCM3,Rep2,LR2,0.6968322350485162,-0.5211167311845606,Lettuce,DSRed,Tech2,pCM1-5
pCM3,Rep3,LR,0.7392334900719102,-0.43589797711310035,Lettuce,DSRed,Tech1,pCM1-5
pCM3,Rep3,LR2,0.699344411571487,-0.5159249690509852,Lettuce,DSRed,Tech2,pCM1-5
pCM3,Rep4,LR,0.8202167545938311,-0.28592288094357937,Lettuce,DSRed,Tech1,pCM1-5
pCM3,Rep4,LR2,0.6857698693889098,-0.5442035767878276,Lettuce,DSRed,Tech2,pCM1-5
pCM3,Rep5,LR,0.6782604810487013,-0.5600886584765671,Lettuce,DSRed,Tech1,pCM1-5
pCM3,Rep5,LR2,0.5896026640776059,-0.7621850517249575,Lettuce,DSRed,Tech2,pCM1-5
pCM3,Rep6,LR,0.5515973612831025,-0.858312539545418,Lettuce,DSRed,Tech1,pCM1-5
pCM3,Rep6,LR2,0.5081595557402581,-0.9766465385729919,Lettuce,DSRed,Tech2,pCM1-5
pCM4,Rep1,LR,0.7015451848046538,-0.511392067600625,Lettuce,DSRed,Tech1,pCM1-5
pCM4,Rep1,LR2,0.6480692425734742,-0.6257801296470309,Lettuce,DSRed,Tech2,pCM1-5
pCM4,Rep2,LR,0.6360082405444875,-0.6528826367430655,Lettuce,DSRed,Tech1,pCM1-5
pCM4,Rep2,LR2,0.6203756711229929,-0.6887859846552511,Lettuce,DSRed,Tech2,pCM1-5
pCM4,Rep3,LR,0.5790937163806986,-0.7881312523432177,Lettuce,DSRed,Tech1,pCM1-5
pCM4,Rep3,LR2,0.6893652677982387,-0.5366594814701272,Lettuce,DSRed,Tech2,pCM1-5
pCM4,Rep4,LR,0.8647120043284299,-0.20970837729378483,Lettuce,DSRed,Tech1,pCM1-5
pCM4,Rep4,LR2,0.8088780866362466,-0.306005817521556,Lettuce,DSRed,Tech2,pCM1-5
pCM4,Rep5,LR,0.650303242829293,-0.6208154768879489,Lettuce,DSRed,Tech1,pCM1-5
pCM4,Rep5,LR2,0.5934892949882876,-0.7527060872722356,Lettuce,DSRed,Tech2,pCM1-5
pCM4,Rep6,LR,0.5963440206588809,-0.7457832579706766,Lettuce,DSRed,Tech1,pCM1-5
pCM4,Rep6,LR2,0.5805099098307934,-0.7846073994731599,Lettuce,DSRed,Tech2,pCM1-5
pCM5,Rep1,LR,0.0735743681050621,-3.7646529431711753,Lettuce,DSRed,Tech1,pCM1-5
pCM5,Rep1,LR2,0.07358730997360102,-3.764399192740318,Lettuce,DSRed,Tech2,pCM1-5
pCM5,Rep2,LR,0.03321404398733766,-4.91206280040932,Lettuce,DSRed,Tech1,pCM1-5
pCM5,Rep2,LR2,0.04777554359378094,-4.387583901384334,Lettuce,DSRed,Tech2,pCM1-5
pCM5,Rep3,LR,0.17323603322325845,-2.5291890519724185,Lettuce,DSRed,Tech1,pCM1-5
pCM5,Rep3,LR2,0.2444873822360597,-2.032168083923312,Lettuce,DSRed,Tech2,pCM1-5
pCM5,Rep4,LR,0.03798504151227575,-4.718424791868573,Lettuce,DSRed,Tech1,pCM1-5
pCM5,Rep4,LR2,0.04546058144723004,-4.459240053228494,Lettuce,DSRed,Tech2,pCM1-5
pCM5,Rep5,LR,0.05053967924861615,-4.30643968156444,Lettuce,DSRed,Tech1,pCM1-5
pCM5,Rep5,LR2,0.052806020736969383,-4.243153760339244,Lettuce,DSRed,Tech2,pCM1-5
pCM5,Rep6,LR,0.09437298606396906,-3.4054822374856846,Lettuce,DSRed,Tech1,pCM1-5
pCM5,Rep6,LR2,0.09608657976861003,-3.3795212432011845,Lettuce,DSRed,Tech2,pCM1-5
